symbol,asOfDate,periodType,currencyCode,AccountsPayable,AccountsReceivable,AccumulatedDepreciation,AllowanceForDoubtfulAccountsReceivable,BuildingsAndImprovements,CapitalLeaseObligations,CapitalStock,CashAndCashEquivalents,CashCashEquivalentsAndShortTermInvestments,CashEquivalents,CashFinancial,CommonStock,CommonStockEquity,ConstructionInProgress,CurrentAssets,CurrentCapitalLeaseObligation,CurrentDebt,CurrentDebtAndCapitalLeaseObligation,CurrentLiabilities,FinishedGoods,Goodwill,GoodwillAndOtherIntangibleAssets,GrossAccountsReceivable,GrossPPE,HedgingAssetsCurrent,InventoriesAdjustmentsAllowances,Inventory,InvestedCapital,LongTermCapitalLeaseObligation,LongTermDebt,LongTermDebtAndCapitalLeaseObligation,LongTermProvisions,MachineryFurnitureEquipment,MinorityInterest,NetPPE,NetTangibleAssets,NonCurrentDeferredTaxesAssets,NonCurrentDeferredTaxesLiabilities,NonCurrentPensionAndOtherPostretirementBenefitPlans,NonCurrentPrepaidAssets,OrdinarySharesNumber,OtherCurrentLiabilities,OtherIntangibleAssets,OtherNonCurrentAssets,OtherNonCurrentLiabilities,OtherPayable,OtherProperties,OtherReceivables,OtherShortTermInvestments,Payables,PrepaidAssets,Properties,RetainedEarnings,ShareIssued,StockholdersEquity,TangibleBookValue,TaxesReceivable,TotalAssets,TotalCapitalization,TotalDebt,TotalEquityGrossMinorityInterest,TotalLiabilitiesNetMinorityInterest,TotalNonCurrentAssets,TotalNonCurrentLiabilitiesNetMinorityInterest,TotalTaxPayable,TradeandOtherPayablesNonCurrent,TreasurySharesNumber,WorkingCapital
PRT.MI,2019-12-31,12M,EUR,,,,,,,,,,463747000.0,,,,,,,,,,,,,,,0.0,-7046000.0,,,,,,,,,,,,,,,,,,3177000.0,710000.0,,,,,,5791000.0,,,,,,,,,,,,,,,,,
PRT.MI,2020-12-31,12M,EUR,1107826000.0,584037000.0,-61005000.0,-6183000.0,114380000.0,102866000.0,7861000.0,558928000.0,558928000.0,,558928000.0,7861000.0,386868000.0,356000.0,1586343000.0,8867000.0,56049000.0,64916000.0,1213681000.0,402755000.0,108442000.0,109164000.0,590220000.0,173431000.0,27000.0,-7017000.0,402755000.0,549986000.0,93999000.0,107069000.0,201068000.0,290000.0,21020000.0,2095000.0,112426000.0,277704000.0,12950000.0,11309000.0,1691000.0,2425000.0,49784123.0,39000.0,722000.0,2917000.0,,23881000.0,37675000.0,25214000.0,,1148456000.0,3965000.0,0.0,31405000.0,50934123.0,386868000.0,277704000.0,11417000.0,1823800000.0,493937000.0,265984000.0,388963000.0,1434837000.0,237457000.0,221156000.0,16749000.0,6798000.0,1150000.0,372662000.0
PRT.MI,2021-12-31,12M,EUR,1190856000.0,585522000.0,-75031000.0,-4768000.0,131893000.0,112082000.0,7861000.0,491471000.0,491471000.0,,491471000.0,7861000.0,386118000.0,302000.0,1677135000.0,9829000.0,55195000.0,65024000.0,1303287000.0,529502000.0,102200000.0,110727000.0,590290000.0,196391000.0,0.0,,529502000.0,547844000.0,102253000.0,106531000.0,208784000.0,619000.0,23346000.0,0.0,121360000.0,275391000.0,10713000.0,14784000.0,1694000.0,2422000.0,49406099.0,62000.0,8527000.0,,,27624000.0,40850000.0,33672000.0,,1237790000.0,3914000.0,0.0,44183000.0,50934123.0,386118000.0,275391000.0,36968000.0,1922357000.0,492649000.0,273808000.0,386118000.0,1536239000.0,245222000.0,232952000.0,19310000.0,7071000.0,1528024.0,373848000.0
PRT.MI,2022-12-31,12M,EUR,1112166000.0,701071000.0,-88675000.0,-4616000.0,142314000.0,112401000.0,7861000.0,172185000.0,172185000.0,,172185000.0,7861000.0,409217000.0,2635000.0,1615965000.0,10740000.0,82163000.0,92903000.0,1267248000.0,672688000.0,110303000.0,119955000.0,705687000.0,215734000.0,,,672688000.0,562498000.0,101661000.0,71118000.0,172779000.0,560000.0,24119000.0,0.0,127059000.0,289262000.0,9091000.0,16646000.0,1879000.0,2348000.0,49406099.0,124000.0,9652000.0,,,29059000.0,46666000.0,30659000.0,,1173895000.0,,0.0,47346000.0,50417417.0,409217000.0,289262000.0,39362000.0,1874418000.0,480335000.0,265682000.0,409217000.0,1465201000.0,258453000.0,197953000.0,32670000.0,6089000.0,1011318.0,348717000.0
PRT.MI,2023-12-31,12M,EUR,1109260000.0,698602000.0,-101620000.0,-7735000.0,150474000.0,111050000.0,7861000.0,260883000.0,260996000.0,,260883000.0,7861000.0,367410000.0,1504000.0,1561582000.0,11896000.0,72246000.0,84142000.0,1254230000.0,514770000.0,116510000.0,127563000.0,706337000.0,234342000.0,,,514770000.0,505358000.0,99154000.0,65702000.0,164856000.0,1298000.0,32752000.0,0.0,132722000.0,239847000.0,11243000.0,18923000.0,1795000.0,2340000.0,49406099.0,119000.0,11053000.0,,,29515000.0,49612000.0,30630000.0,113000.0,1169571000.0,,0.0,-11875000.0,50417417.0,367410000.0,239847000.0,56584000.0,1835450000.0,433112000.0,248998000.0,367410000.0,1468040000.0,273868000.0,213810000.0,30796000.0,26938000.0,1011318.0,307352000.0
